IJK,XC,YC,ZC,XINC,YINC,ZINC,XMORIG,YMORIG,ZMORIG,NX,NY,NZ,SG,AU,AG,CLASS
3357734,775902.5,9107752.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3357735,775902.5,9107752.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.398,16.9,3
3357841,775902.5,9107757.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.301,16.9,3
3357842,775902.5,9107757.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.301,16.9,3
3357843,775902.5,9107757.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3357844,775902.5,9107757.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3357950,775902.5,9107762.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,17.4,3
3357951,775902.5,9107762.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,17.5,3
3357952,775902.5,9107762.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.5,3
3357953,775902.5,9107762.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.6,3
3357954,775902.5,9107762.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.972,17.7,3
3358060,775902.5,9107767.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.954,17.7,3
3358061,775902.5,9107767.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.943,17.8,3
3358062,775902.5,9107767.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.932,17.9,3
3358063,775902.5,9107767.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.933,18,3
3358169,775902.5,9107772.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.897,19.6,3
3358170,775902.5,9107772.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,19.6,3
3358171,775902.5,9107772.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.875,18.2,3
3358172,775902.5,9107772.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3358173,775902.5,9107772.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3358278,775902.5,9107777.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.826,19.4,3
3358279,775902.5,9107777.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.827,19.4,3
3358280,775902.5,9107777.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3358281,775902.5,9107777.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3358282,775902.5,9107777.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3358388,775902.5,9107782.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3358389,775902.5,9107782.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3358390,775902.5,9107782.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3358391,775902.5,9107782.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.831,19.3,3
3358497,775902.5,9107787.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3358498,775902.5,9107787.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3358499,775902.5,9107787.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3358500,775902.5,9107787.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.831,19.3,3
3358606,775902.5,9107792.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3358607,775902.5,9107792.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3386836,775907.5,9107747.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3386837,775907.5,9107747.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.398,16.9,3
3386943,775907.5,9107752.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,16.9,3
3386944,775907.5,9107752.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,16.9,3
3386945,775907.5,9107752.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3386946,775907.5,9107752.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3386947,775907.5,9107752.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3387053,775907.5,9107757.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3387054,775907.5,9107757.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3387055,775907.5,9107757.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3387056,775907.5,9107757.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,17.4,3
3387057,775907.5,9107757.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.347,15.8,3
3387162,775907.5,9107762.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.4,3
3387163,775907.5,9107762.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.4,3
3387164,775907.5,9107762.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.5,3
3387165,775907.5,9107762.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.967,17.6,3
3387166,775907.5,9107762.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.977,16,3
3387272,775907.5,9107767.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.957,17.7,3
3387273,775907.5,9107767.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.948,17.8,3
3387274,775907.5,9107767.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.938,17.9,3
3387275,775907.5,9107767.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.941,17.9,3
3387381,775907.5,9107772.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.902,19.6,3
3387382,775907.5,9107772.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.894,19.6,3
3387383,775907.5,9107772.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3387384,775907.5,9107772.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3387385,775907.5,9107772.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3387491,775907.5,9107777.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3387492,775907.5,9107777.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3387493,775907.5,9107777.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3387494,775907.5,9107777.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3387600,775907.5,9107782.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3387601,775907.5,9107782.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3387602,775907.5,9107782.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3387603,775907.5,9107782.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3387709,775907.5,9107787.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3387710,775907.5,9107787.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3387711,775907.5,9107787.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3387818,775907.5,9107792.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3415938,775912.5,9107742.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3415939,775912.5,9107742.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.398,16.9,3
3416046,775912.5,9107747.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,16.9,3
3416047,775912.5,9107747.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3416048,775912.5,9107747.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3416049,775912.5,9107747.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3416155,775912.5,9107752.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.393,17,3
3416156,775912.5,9107752.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.394,16.9,3
3416157,775912.5,9107752.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.301,16.9,3
3416158,775912.5,9107752.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.301,16.9,3
3416159,775912.5,9107752.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.299,16.9,3
3416265,775912.5,9107757.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,16.9,3
3416266,775912.5,9107757.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.3,3
3416267,775912.5,9107757.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17.3,3
3416268,775912.5,9107757.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,15.8,3
3416269,775912.5,9107757.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.346,15.7,3
3416375,775912.5,9107762.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,17.4,3
3416376,775912.5,9107762.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.981,17.4,3
3416377,775912.5,9107762.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.973,15.8,3
3416378,775912.5,9107762.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.982,15.7,3
3416484,775912.5,9107767.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.963,17.6,3
3416485,775912.5,9107767.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.955,17.7,3
3416486,775912.5,9107767.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.947,17.8,3
3416487,775912.5,9107767.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.983,18.1,3
3416593,775912.5,9107772.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.909,19.6,3
3416594,775912.5,9107772.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3416595,775912.5,9107772.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3416596,775912.5,9107772.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3416597,775912.5,9107772.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3416703,775912.5,9107777.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3416704,775912.5,9107777.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3416705,775912.5,9107777.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3416706,775912.5,9107777.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3416707,775912.5,9107777.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3416812,775912.5,9107782.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3416813,775912.5,9107782.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3416814,775912.5,9107782.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3416815,775912.5,9107782.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3416921,775912.5,9107787.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3416922,775912.5,9107787.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3445148,775917.5,9107742.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3445149,775917.5,9107742.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3445150,775917.5,9107742.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3445151,775917.5,9107742.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3445257,775917.5,9107747.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.394,17,3
3445258,775917.5,9107747.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.394,17,3
3445259,775917.5,9107747.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,16.9,3
3445260,775917.5,9107747.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,16.9,3
3445261,775917.5,9107747.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,16.9,3
3445262,775917.5,9107747.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.455,16.9,3
3445367,775917.5,9107752.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,17,3
3445368,775917.5,9107752.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3445369,775917.5,9107752.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,16.9,3
3445370,775917.5,9107752.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,16.9,3
3445371,775917.5,9107752.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,14.7,3
3445372,775917.5,9107752.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.347,14.7,3
3445477,775917.5,9107757.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,17.2,3
3445478,775917.5,9107757.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,17.2,3
3445479,775917.5,9107757.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,15.7,3
3445480,775917.5,9107757.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,15.6,3
3445481,775917.5,9107757.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.255,15.4,3
3445587,775917.5,9107762.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.993,17.3,3
3445588,775917.5,9107762.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.987,15.6,3
3445589,775917.5,9107762.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.98,15.5,3
3445590,775917.5,9107762.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.991,15.3,3
3445696,775917.5,9107767.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.97,17.5,3
3445697,775917.5,9107767.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.963,17.6,3
3445698,775917.5,9107767.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.927,19.7,3
3445699,775917.5,9107767.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.014,16.9,3
3445700,775917.5,9107767.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.414,13.5,3
3445805,775917.5,9107772.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3445806,775917.5,9107772.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.828,19.4,3
3445807,775917.5,9107772.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3445808,775917.5,9107772.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3445809,775917.5,9107772.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3445915,775917.5,9107777.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3445916,775917.5,9107777.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3445917,775917.5,9107777.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3445918,775917.5,9107777.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3445919,775917.5,9107777.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3446025,775917.5,9107782.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3446026,775917.5,9107782.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3474251,775922.5,9107737.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.452,18.4,3
3474252,775922.5,9107737.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3474253,775922.5,9107737.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.398,16.9,3
3474254,775922.5,9107737.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.399,16.9,3
3474359,775922.5,9107742.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.394,17,3
3474360,775922.5,9107742.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,17,3
3474361,775922.5,9107742.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,17,3
3474362,775922.5,9107742.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,17,3
3474363,775922.5,9107742.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3474364,775922.5,9107742.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.398,16.9,3
3474469,775922.5,9107747.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.392,17,3
3474470,775922.5,9107747.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.392,17,3
3474471,775922.5,9107747.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.393,17,3
3474472,775922.5,9107747.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.394,16.9,3
3474473,775922.5,9107747.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,16.9,3
3474474,775922.5,9107747.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.438,15.1,3
3474579,775922.5,9107752.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17,3
3474580,775922.5,9107752.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,17,3
3474581,775922.5,9107752.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,16.3,3
3474582,775922.5,9107752.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,14.9,3
3474583,775922.5,9107752.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.148,14.8,3
3474584,775922.5,9107752.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.346,14.5,3
3474689,775922.5,9107757.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,17.2,3
3474690,775922.5,9107757.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,15.7,3
3474691,775922.5,9107757.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,15.5,3
3474692,775922.5,9107757.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,15.3,3
3474799,775922.5,9107762.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.998,15.5,3
3474800,775922.5,9107762.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.993,15.3,3
3474801,775922.5,9107762.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.987,15.1,3
3474802,775922.5,9107762.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.046,14,3
3474908,775922.5,9107767.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.978,17.5,3
3474909,775922.5,9107767.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.941,19.7,3
3474910,775922.5,9107767.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.936,19.7,3
3474911,775922.5,9107767.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3474912,775922.5,9107767.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3475018,775922.5,9107772.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3475019,775922.5,9107772.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3475020,775922.5,9107772.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3475021,775922.5,9107772.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3475022,775922.5,9107772.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3475127,775922.5,9107777.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3475128,775922.5,9107777.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3475129,775922.5,9107777.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3475130,775922.5,9107777.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3475237,775922.5,9107782.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3503355,775927.5,9107732.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.632,15.5,3
3503356,775927.5,9107732.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.399,16.9,3
3503462,775927.5,9107737.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.395,17,3
3503463,775927.5,9107737.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,17,3
3503464,775927.5,9107737.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,17,3
3503465,775927.5,9107737.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3503466,775927.5,9107737.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.399,16.9,3
3503571,775927.5,9107742.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.393,17,3
3503572,775927.5,9107742.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.393,17,3
3503573,775927.5,9107742.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.393,17,3
3503574,775927.5,9107742.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.394,17,3
3503575,775927.5,9107742.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.396,17,3
3503576,775927.5,9107742.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,16.9,3
3503577,775927.5,9107742.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.457,15.5,3
3503681,775927.5,9107747.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.298,17,3
3503682,775927.5,9107747.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.298,17,3
3503683,775927.5,9107747.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.298,17,3
3503684,775927.5,9107747.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.15,17,3
3503685,775927.5,9107747.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.149,15.4,3
3503686,775927.5,9107747.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.256,15.1,3
3503687,775927.5,9107747.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.408,14.8,3
3503792,775927.5,9107752.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,17,3
3503793,775927.5,9107752.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,15.1,3
3503794,775927.5,9107752.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,15,3
3503795,775927.5,9107752.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,14.6,3
3503796,775927.5,9107752.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.344,14.2,3
3503902,775927.5,9107757.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.146,15.5,3
3503903,775927.5,9107757.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.146,15.3,3
3503904,775927.5,9107757.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.146,15,3
3503905,775927.5,9107757.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.031,14.7,3
3504010,775927.5,9107762.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.009,17.2,3
3504011,775927.5,9107762.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.004,15.2,3
3504012,775927.5,9107762.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.999,14.9,3
3504013,775927.5,9107762.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.064,14.7,3
3504014,775927.5,9107762.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.417,13.3,3
3504015,775927.5,9107762.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.521,13.1,3
3504120,775927.5,9107767.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.953,19.7,3
3504121,775927.5,9107767.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.95,18.7,3
3504122,775927.5,9107767.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3504123,775927.5,9107767.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3504124,775927.5,9107767.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3504125,775927.5,9107767.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3504230,775927.5,9107772.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3504231,775927.5,9107772.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.4,3
3504232,775927.5,9107772.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3504233,775927.5,9107772.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3504234,775927.5,9107772.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
3504340,775927.5,9107777.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.829,19.3,3
3504341,775927.5,9107777.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.83,19.3,3
