IJK,XC,YC,ZC,XINC,YINC,ZINC,XMORIG,YMORIG,ZMORIG,NX,NY,NZ,SG,AU,AG,CLASS
6765250,776487.5,9107277.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.22,141.8,3
6765251,776487.5,9107277.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.123,140.3,3
6765252,776487.5,9107277.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.072,131.9,3
6765253,776487.5,9107277.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.017,123.4,3
6765254,776487.5,9107277.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.996,130,3
6765357,776487.5,9107282.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.221,143.4,3
6765358,776487.5,9107282.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.213,142.1,3
6765359,776487.5,9107282.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.113,136.7,3
6765360,776487.5,9107282.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.042,131.3,3
6765361,776487.5,9107282.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.019,130.8,3
6765362,776487.5,9107282.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.086,150,3
6765363,776487.5,9107282.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.484,171.6,3
6765364,776487.5,9107282.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.539,201,3
6765365,776487.5,9107282.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.551,194.5,3
6765467,776487.5,9107287.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.055,136.2,3
6765468,776487.5,9107287.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.041,137,3
6765469,776487.5,9107287.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.286,178,3
6765470,776487.5,9107287.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.911,205,3
6765471,776487.5,9107287.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.589,203.7,3
6765472,776487.5,9107287.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.546,197.8,3
6765473,776487.5,9107287.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.557,191.2,3
6765474,776487.5,9107287.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.561,186.9,3
6765475,776487.5,9107287.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.558,187.1,3
6765576,776487.5,9107292.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.969,181.7,3
6765577,776487.5,9107292.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.906,206.5,3
6765578,776487.5,9107292.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.91,204.8,3
6765579,776487.5,9107292.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.274,200.3,3
6765580,776487.5,9107292.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.551,195,3
6765581,776487.5,9107292.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.556,191,3
6765582,776487.5,9107292.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.557,189,3
6765583,776487.5,9107292.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.556,190.4,3
6765584,776487.5,9107292.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.555,189.3,3
6765585,776487.5,9107292.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.554,189.7,3
6765586,776487.5,9107292.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,190,3
6765587,776487.5,9107292.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,170.2,3
6765687,776487.5,9107297.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.926,197.5,3
6765688,776487.5,9107297.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.055,194.2,3
6765689,776487.5,9107297.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,192,3
6765690,776487.5,9107297.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.554,193.2,3
6765691,776487.5,9107297.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,191.3,3
6765692,776487.5,9107297.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,191.2,3
6765693,776487.5,9107297.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,191.2,3
6765694,776487.5,9107297.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,182,3
6765695,776487.5,9107297.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.404,233.9,3
6765696,776487.5,9107297.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.644,224.8,3
6765697,776487.5,9107297.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.642,221.5,3
6765698,776487.5,9107297.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.816,240.5,3
6765797,776487.5,9107302.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,193,3
6765798,776487.5,9107302.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,192.8,3
6765799,776487.5,9107302.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,192.1,3
6765800,776487.5,9107302.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,192.3,3
6765801,776487.5,9107302.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.551,230.5,3
6765802,776487.5,9107302.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.416,220.5,3
6765803,776487.5,9107302.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.624,228.7,3
6765804,776487.5,9107302.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.617,229.1,3
6765805,776487.5,9107302.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.613,229.7,3
6765806,776487.5,9107302.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.612,241.5,3
6765807,776487.5,9107302.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.817,239.4,3
6765808,776487.5,9107302.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.765,236.3,3
6765809,776487.5,9107302.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.745,226.1,3
6765908,776487.5,9107307.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.551,246.6,3
6765909,776487.5,9107307.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.354,243.2,3
6765910,776487.5,9107307.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.603,236.3,3
6765911,776487.5,9107307.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.59,232.4,3
6765912,776487.5,9107307.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.578,234.6,3
6765913,776487.5,9107307.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.568,236.4,3
6765914,776487.5,9107307.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.565,244.8,3
6765915,776487.5,9107307.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.576,236.8,3
6765916,776487.5,9107307.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.828,233.4,3
6765917,776487.5,9107307.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.775,227.1,3
6765918,776487.5,9107307.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.711,219.2,3
6765919,776487.5,9107307.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.636,211.9,3
6765920,776487.5,9107307.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.569,206.6,3
6766018,776487.5,9107312.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.562,235.8,3
6766019,776487.5,9107312.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.54,239.2,3
6766020,776487.5,9107312.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.516,242.8,3
6766021,776487.5,9107312.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.496,246,3
6766022,776487.5,9107312.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.49,247.5,3
6766023,776487.5,9107312.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.515,244.9,3
6766024,776487.5,9107312.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.77,236.9,3
6766025,776487.5,9107312.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.882,225.2,3
6766026,776487.5,9107312.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.686,214.5,3
6766027,776487.5,9107312.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.592,207.2,3
6766028,776487.5,9107312.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.529,203.1,3
6766029,776487.5,9107312.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.494,201.2,3
6766030,776487.5,9107312.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.477,200.6,3
6766031,776487.5,9107312.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.471,201.8,3
6766128,776487.5,9107317.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.419,255.7,3
6766129,776487.5,9107317.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.38,261.1,3
6766130,776487.5,9107317.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.379,261.9,3
6766131,776487.5,9107317.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.461,252.5,3
6766132,776487.5,9107317.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.613,235,3
6766133,776487.5,9107317.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.87,218.9,3
6766134,776487.5,9107317.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.628,208.8,3
6766135,776487.5,9107317.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.546,203.7,3
6766136,776487.5,9107317.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.502,201.5,3
6766137,776487.5,9107317.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.482,200.7,3
6766138,776487.5,9107317.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.475,200.7,3
6766139,776487.5,9107317.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.474,202.4,3
6766140,776487.5,9107317.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.477,203,3
6766239,776487.5,9107322.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.511,247,3
6766240,776487.5,9107322.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.703,224.9,3
6766241,776487.5,9107322.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.812,211.8,3
6766242,776487.5,9107322.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.788,205.4,3
6766243,776487.5,9107322.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.519,202.5,3
6766244,776487.5,9107322.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.494,201.5,3
6766245,776487.5,9107322.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.483,201.2,3
6766246,776487.5,9107322.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.481,201.3,3
6766247,776487.5,9107322.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.482,203.4,3
6766351,776487.5,9107327.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.695,202.8,3
6766352,776487.5,9107327.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.497,202.2,3
6766353,776487.5,9107327.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.491,202.1,3
6766354,776487.5,9107327.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.491,204.1,3
6793369,776492.5,9107227.5,3392.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.511,44.1,3
6793370,776492.5,9107227.5,3397.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.488,58.3,3
6793371,776492.5,9107227.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.45,65.8,3
6793372,776492.5,9107227.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.45,65.7,3
6793477,776492.5,9107232.5,3397.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.535,62.9,3
6793478,776492.5,9107232.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.451,65.5,3
6793479,776492.5,9107232.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.506,97,3
6793480,776492.5,9107232.5,3412.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.423,90.7,3
6793481,776492.5,9107232.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.411,84.4,3
6793482,776492.5,9107232.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.431,83.2,3
6793587,776492.5,9107237.5,3412.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.501,97.8,3
6793588,776492.5,9107237.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.446,87,3
6793589,776492.5,9107237.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.422,80.7,3
6793590,776492.5,9107237.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.441,78.8,3
6793591,776492.5,9107237.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.443,77,3
6793592,776492.5,9107237.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.443,75.8,3
6793593,776492.5,9107237.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.44,75.7,3
6793695,776492.5,9107242.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.496,92.5,3
6793697,776492.5,9107242.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.448,78.6,3
6793698,776492.5,9107242.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.447,72.7,3
6793699,776492.5,9107242.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.457,70.5,3
6793700,776492.5,9107242.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.453,70.5,3
6793701,776492.5,9107242.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.444,73,3
6793702,776492.5,9107242.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.431,75.7,3
6793703,776492.5,9107242.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.416,76.8,3
6793802,776492.5,9107247.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.515,90,3
6793803,776492.5,9107247.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.46,85.5,3
6793804,776492.5,9107247.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.491,80,3
6793805,776492.5,9107247.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.472,70.1,3
6793806,776492.5,9107247.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.47,63.8,3
6793808,776492.5,9107247.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.458,67.9,3
6793809,776492.5,9107247.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.441,74.4,3
6793810,776492.5,9107247.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.422,76,3
6793811,776492.5,9107247.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.409,76.7,3
6793812,776492.5,9107247.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.406,78.1,3
6793912,776492.5,9107252.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.512,69.5,3
6793913,776492.5,9107252.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.506,59.1,3
6793914,776492.5,9107252.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.502,53.9,3
6793915,776492.5,9107252.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.47,60.2,3
6793916,776492.5,9107252.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.449,72,3
6793918,776492.5,9107252.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.415,76.3,3
6793919,776492.5,9107252.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.41,77.6,3
6793920,776492.5,9107252.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.408,78.6,3
6793921,776492.5,9107252.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.407,78.2,3
6793922,776492.5,9107252.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.399,85.9,3
6794022,776492.5,9107257.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.478,60.2,3
6794023,776492.5,9107257.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.449,69.6,3
6794024,776492.5,9107257.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.435,74.3,3
6794025,776492.5,9107257.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.422,76.1,3
6794026,776492.5,9107257.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.416,77.6,3
6794028,776492.5,9107257.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.413,76.4,3
6794029,776492.5,9107257.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.56,126.8,3
6794030,776492.5,9107257.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.867,130.8,3
6794031,776492.5,9107257.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.104,135.3,3
6794131,776492.5,9107262.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.433,73.8,3
6794132,776492.5,9107262.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.427,76.1,3
6794133,776492.5,9107262.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.42,71.4,3
6794134,776492.5,9107262.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.418,71.9,3
6794135,776492.5,9107262.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.57,91,3
6794136,776492.5,9107262.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.188,126.9,3
6794241,776492.5,9107267.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.484,86.2,3
6794242,776492.5,9107267.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.038,147.3,3
6794243,776492.5,9107267.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.219,144.7,3
6794244,776492.5,9107267.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.22,141.1,3
6794245,776492.5,9107267.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.221,141.2,3
6794246,776492.5,9107267.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.1,141.5,3
6794350,776492.5,9107272.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.22,141.6,3
6794351,776492.5,9107272.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.222,141.4,3
6794352,776492.5,9107272.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.225,141.8,3
6794353,776492.5,9107272.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.227,142.7,3
6794354,776492.5,9107272.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.18,144.4,3
6794355,776492.5,9107272.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.161,146.2,3
6794356,776492.5,9107272.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.052,127,3
6794460,776492.5,9107277.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.232,142.8,3
6794461,776492.5,9107277.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.234,145.6,3
6794462,776492.5,9107277.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.179,152.3,3
6794463,776492.5,9107277.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.087,132.1,3
6794464,776492.5,9107277.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.971,114.4,3
6794465,776492.5,9107277.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.951,116.1,3
6794466,776492.5,9107277.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.936,127.5,3
6794467,776492.5,9107277.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.389,155.9,3
6794569,776492.5,9107282.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.22,147.2,3
6794570,776492.5,9107282.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.145,138.7,3
6794571,776492.5,9107282.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.031,127.6,3
6794572,776492.5,9107282.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.003,128.1,3
6794573,776492.5,9107282.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.769,171.4,3
6794574,776492.5,9107282.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.031,210,3
6794575,776492.5,9107282.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.097,208,3
6794576,776492.5,9107282.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.546,194.8,3
6794577,776492.5,9107282.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.584,180.5,3
6794578,776492.5,9107282.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.565,175.6,3
6794679,776492.5,9107287.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.107,146,3
6794680,776492.5,9107287.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.89,182.3,3
6794681,776492.5,9107287.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.914,214.1,3
6794682,776492.5,9107287.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.944,211.7,3
6794683,776492.5,9107287.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.513,200.8,3
6794684,776492.5,9107287.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.564,188.6,3
6794685,776492.5,9107287.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.568,182.6,3
6794686,776492.5,9107287.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.561,182.2,3
6794687,776492.5,9107287.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.557,184.3,3
6794688,776492.5,9107287.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.555,186,3
6794689,776492.5,9107287.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.554,187.3,3
6794789,776492.5,9107292.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.925,211.2,3
6794790,776492.5,9107292.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.92,203.9,3
6794791,776492.5,9107292.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.229,195.3,3
6794792,776492.5,9107292.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.559,189.7,3
6794793,776492.5,9107292.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.559,187.5,3
6794794,776492.5,9107292.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.557,187.9,3
6794795,776492.5,9107292.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.555,188.4,3
6794796,776492.5,9107292.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.554,189,3
6794797,776492.5,9107292.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,189.5,3
6794798,776492.5,9107292.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,158.1,3
6794799,776492.5,9107292.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.408,202.2,3
6794800,776492.5,9107292.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.381,223,3
6794801,776492.5,9107292.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.656,217.3,3
6794899,776492.5,9107297.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.899,194.3,3
6794900,776492.5,9107297.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.05,191.7,3
6794901,776492.5,9107297.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.555,190.9,3
6794902,776492.5,9107297.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.554,190.5,3
6794903,776492.5,9107297.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,190.8,3
6794904,776492.5,9107297.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.553,190.8,3
6794905,776492.5,9107297.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,170.2,3
6794906,776492.5,9107297.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.415,230.4,3
6794907,776492.5,9107297.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.211,225,3
6794908,776492.5,9107297.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.636,225.5,3
6794909,776492.5,9107297.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.635,226.4,3
6794910,776492.5,9107297.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.638,239.3,3
6794911,776492.5,9107297.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.81,237.1,3
6794912,776492.5,9107297.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.725,234.4,3
6795011,776492.5,9107302.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.552,191.5,3
6795012,776492.5,9107302.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.551,182.4,3
6795013,776492.5,9107302.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.446,239.7,3
6795014,776492.5,9107302.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.62,229.3,3
6795015,776492.5,9107302.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.613,229,3
6795016,776492.5,9107302.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.607,230.9,3
6795017,776492.5,9107302.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.606,232.7,3
6795018,776492.5,9107302.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.61,240.5,3
